Compound,"B, cm3/mol^-1","T, K",,,,,
1-Chlorobutane,-1212,331.2,,,,,
1-Chlorobutane,-1026,358.15,,,,,
1-Chlorobutane,-977,358.9,,,,,
1-Chlorobutane,-909,367.9,,,,,
1-Chlorobutane,-924,373.15,,,,,
1-Chlorobutane,-854,377.2,,,,,
1-Chlorobutane,-738,398.5,,,,,
1-Chlorobutane,-706,407.3,,,,,
1-Chlorobutane,-677,412.4,,,,,
1-Chlorobutane,-673,423.15,,,,,
1-Chlorobutane,-568,444.5,,,,,
1-Chlorobutane,-529,459.9,,,,,
1-Chlorobutane,-473,478.7,,,,,
1-Chlorobutane,-452,488.1,,,,,
1-Chlorobutane,-424,501.2,,,,,
1-Chlorobutane,-392,519.8,,,,,
1-Chlorobutane,-358,539.4,,,,,
1-Chlorobutane,-343,544.5,,,,,
1-Chlorobutane,-305,573.3,,,,,
1-Chloro-2-methylpropane,-1021.3,348.15,,,,,
1-Chloro-2-methylpropane,-953.7,373.15,,,,,
2-Chloro-2-methylpropane,-1504,313.2,,,,,
2-Chloro-2-methylpropane,-995,323.11,,,,,
2-Chloro-2-methylpropane,-1051,333.2,,,,,
2-Chloro-2-methylpropane,-871,348.18,,,,,
2-Chloro-2-methylpropane,-773,373.26,,,,,
2-Chloro-2-methylpropane,-701,396.86,,,,,
Pyrrolidine,-1399,321.9,,,,,
Pyrrolidine,-1180,339.5,,,,,
Pyrrolidine,-1001,359.72,,,,,
Butane,-1230,244,,,,,
Butane,-1081.5,250,,,,,
Butane,-979.5,260,,,,,
Butane,-957.6,264.9,,,,,
Butane,-892.4,270,,,,,
Butane,-897,273.06,,,,,
Butane,-923,273.4,,,,,
Butane,-871,275,,,,,
Butane,-902,280,,,,,
Butane,-817.6,280,,,,,
Butane,-862,282.3,,,,,
Butane,-862,283.15,,,,,
Butane,-862,283.15,,,,,
Butane,-846,283.15,,,,,
Butane,-881,283.15,,,,,
Butane,-831.8,283.15,,,,,
Butane,-780.3,288.15,,,,,
Butane,-825,290,,,,,
Butane,-752.6,290,,,,,
Butane,-743,296.1,,,,,
Butane,-720,296.4,,,,,
Butane,-758,297,,,,,
Butane,-735,297.14,,,,,
Butane,-719,298.15,,,,,
Butane,-757,300,,,,,
Butane,-695.9,300,,,,,
Butane,-706,300,,,,,
Butane,-691,303.03,,,,,
Butane,-695,303.03,,,,,
Butane,-715,303.03,,,,,
Butane,-745,303.03,,,,,
Butane,-789,303.15,,,,,
Butane,-686.6,303.15,,,,,
Butane,-718,305.6,,,,,
Butane,-667,307.5,,,,,
Butane,-661,309.5,,,,,
Butane,-646,310,,,,,
Butane,-660.6,310.94,,,,,
Butane,-742.8,310.94,,,,,
Butane,-707.6,310.94,,,,,
Butane,-674,312,,,,,
Butane,-612.3,316.18,,,,,
Butane,-632.5,318.15,,,,,
Butane,-619,318.2,,,,,
Butane,-644,320,,,,,
Butane,-601.8,320,,,,,
Butane,-635,321,,,,,
Butane,-588.7,323.15,,,,,
Butane,-606,323.16,,,,,
Butane,-599,323.2,,,,,
Butane,-602,323.2,,,,,
Butane,-619,323.2,,,,,
Butane,-641,323.2,,,,,
Butane,-586.8,325,,,,,
Butane,-595,325.68,,,,,
Butane,-616.3,327.6,,,,,
Butane,-581.2,328.15,,,,,
Butane,-568,328.9,,,,,
Butane,-555.7,334.6,,,,,
Butane,-533,337.8,,,,,
Butane,-539.3,338.15,,,,,
Butane,-585.2,338.72,,,,,
Butane,-554,340,,,,,
Butane,-518.9,341.49,,,,,
Butane,-503.6,341.54,,,,,
Butane,-512,341.75,,,,,
Butane,-513.3,341.83,,,,,
Butane,-517,344.26,,,,,
Butane,-567.6,344.27,,,,,
Butane,-544.2,344.27,,,,,
Butane,-522,346.46,,,,,
Butane,-491.4,348.15,,,,,
Butane,-502.3,348.15,,,,,
Butane,-501,348.4,,,,,
Butane,-494.5,350,,,,,
Butane,-489.2,353.1,,,,,
Butane,-525,353.1,,,,,
Butane,-466,358.4,,,,,
Butane,-481,360,,,,,
Butane,-464.7,360.93,,,,,
Butane,-532.7,360.94,,,,,
Butane,-502.7,366.49,,,,,
Butane,-432.9,367.09,,,,,
Butane,-432.3,367.13,,,,,
Butane,-435.3,367.83,,,,,
Butane,-429.7,367.99,,,,,
Butane,-444.2,368.25,,,,,
Butane,-443.5,368.25,,,,,
Butane,-440,368.4,,,,,
Butane,-449,370.86,,,,,
Butane,-429.5,373.22,,,,,
Butane,-427.5,373.22,,,,,
Butane,-431.8,374.2,,,,,
Butane,-426.5,375,,,,,
Butane,-418.6,377.59,,,,,
Butane,-501.5,377.6,,,,,
Butane,-433.2,377.6,,,,,
Butane,-410,377.9,,,,,
Butane,-418,378.18,,,,,
Butane,-418.3,378.18,,,,,
Butane,-421,380,,,,,
Butane,-383,387.6,,,,,
Butane,-427,393.3,,,,,
Butane,-385.9,393.8,,,,,
Butane,-381.3,394.26,,,,,
Butane,-472.3,394.27,,,,,
Butane,-422,394.27,,,,,
Butane,-368.6,396.39,,,,,
Butane,-367.6,396.46,,,,,
Butane,-363.8,396.6,,,,,
Butane,-389,397.34,,,,,
Butane,-376,398.14,,,,,
Butane,-370,398.14,,,,,
Butane,-371,400,,,,,
Butane,-369,400,,,,,
Butane,-353,400.4,,,,,
Butane,-356.1,406.87,,,,,
Butane,-348.6,410.93,,,,,
Butane,-358,410.94,,,,,
Butane,-345.9,413,,,,,
Butane,-322,413.4,,,,,
Butane,-329,420,,,,,
Butane,-333.4,422.05,,,,,
Butane,-326.1,423.14,,,,,
Butane,-325.6,423.14,,,,,
Butane,-324,423.16,,,,,
Butane,-328.8,423.16,,,,,
Butane,-328.7,423.2,,,,,
Butane,-321.5,425,,,,,
Butane,-331,426.37,,,,,
Butane,-303.8,427.88,,,,,
Butane,-306.5,427.88,,,,,
Butane,-365,432.2,,,,,
Butane,-314.3,433.3,,,,,
Butane,-294,440,,,,,
Butane,-289.8,444.26,,,,,
Butane,-290,444.27,,,,,
Butane,-288,448.16,,,,,
Butane,-286.1,448.16,,,,,
Butane,-284.8,448.18,,,,,
Butane,-286.2,448.18,,,,,
Butane,-287.3,448.2,,,,,
Butane,-294.4,449.83,,,,,
Butane,-281.5,450,,,,,
Butane,-248.6,462.69,,,,,
Butane,-246.6,462.86,,,,,
Butane,-243.9,463.32,,,,,
Butane,-250,470,,,,,
Butane,-310,472.5,,,,,
Butane,-253.3,472.8,,,,,
Butane,-256,473.16,,,,,
Butane,-252.7,473.16,,,,,
Butane,-254.2,473.2,,,,,
Butane,-256.3,473.21,,,,,
Butane,-255.5,473.21,,,,,
Butane,-257.1,477.6,,,,,
Butane,-237.3,477.6,,,,,
Butane,-220.3,498,,,,,
Butane,-224,498.16,,,,,
Butane,-223.4,498.16,,,,,
Butane,-224.5,498.2,,,,,
Butane,-228.7,498.2,,,,,
Butane,-228.5,498.2,,,,,
Butane,-213.9,498.81,,,,,
Butane,-201.4,498.98,,,,,
Butane,-215,500,,,,,
Butane,-223.7,505.38,,,,,
Butane,-198.8,510.94,,,,,
Butane,-247,511.1,,,,,
Butane,-198,523.16,,,,,
Butane,-198.2,523.16,,,,,
Butane,-198.1,523.2,,,,,
Butane,-186,530,,,,,
Butane,-201.4,533.16,,,,,
Butane,-167.1,537.16,,,,,
Butane,-160.5,537.32,,,,,
Butane,-158.1,537.38,,,,,
Butane,-176,548.16,,,,,
Butane,-176,548.2,,,,,
Butane,-161,560,,,,,
Butane,-182.5,560.94,,,,,
Butane,-159,573.16,,,,,
Butane,-154.1,573.16,,,,,
Butane,-157.4,573.2,,,,,
Butane,-125.9,579.46,,,,,
Butane,-124.6,580.48,,,,,
Butane,-168.3,588.72,,,,,
2-Methylpropane,-930.6,251,,,,,
2-Methylpropane,-856.8,260,,,,,
2-Methylpropane,-785.3,270,,,,,
2-Methylpropane,-784.5,272.95,,,,,
2-Methylpropane,-723,280,,,,,
2-Methylpropane,-729.6,283.15,,,,,
2-Methylpropane,-662.1,288.15,,,,,
2-Methylpropane,-714.3,288.7,,,,,
2-Methylpropane,-668.3,290,,,,,
2-Methylpropane,-620.8,294.27,,,,,
2-Methylpropane,-619.9,300,,,,,
2-Methylpropane,-614.4,303.15,,,,,
2-Methylpropane,-644,303.16,,,,,
2-Methylpropane,-577,310,,,,,
2-Methylpropane,-585.3,310.94,,,,,
2-Methylpropane,-538.6,320,,,,,
2-Methylpropane,-527.7,323.15,,,,,
2-Methylpropane,-541.3,327.6,,,,,
2-Methylpropane,-457.2,344.26,,,,,
2-Methylpropane,-524.2,344.27,,,,,
2-Methylpropane,-442.8,348.15,,,,,
2-Methylpropane,-412.7,360.93,,,,,
2-Methylpropane,-502.7,360.94,,,,,
2-Methylpropane,-374,377.59,,,,,
2-Methylpropane,-488.5,377.6,,,,,
2-Methylpropane,-341.1,394.26,,,,,
2-Methylpropane,-466.8,394.27,,,,,
2-Methylpropane,-318.3,406.87,,,,,
2-Methylpropane,-311.5,410.93,,,,,
2-Methylpropane,-329.7,410.94,,,,,
2-Methylpropane,-289.4,423.16,,,,,
2-Methylpropane,-259.6,444.26,,,,,
2-Methylpropane,-256.5,444.27,,,,,
2-Methylpropane,-253.7,448.16,,,,,
2-Methylpropane,-223.2,473.16,,,,,
2-Methylpropane,-223.1,477.6,,,,,
2-Methylpropane,-197.1,498.16,,,,,
2-Methylpropane,-191.3,510.94,,,,,
2-Methylpropane,-174.1,523.16,,,,,
2-Methylpropane,-153.3,548.16,,,,,
2-Methylpropane,-133.8,573.16,,,,,
1-Butanol,-1670,350,,,,,
1-Butanol,-1500,371,,,,,
1-Butanol,-1220,380,,,,,
1-Butanol,-1053,393.2,,,,,
1-Butanol,-903,408.2,,,,,
1-Butanol,-773,423.2,,,,,
1-Butanol,-624,439.2,,,,,
1-Butanol,-511,473.15,,,,,
1-Butanol,-453,498.15,,,,,
1-Butanol,-417,523.15,,,,,
1-Butanol,391,548.15,,,,,
1-Butanol,-382,573.15,,,,,
2-Methyl-2-propanol,-935,378.2,,,,,
2-Methyl-2-propanol,-810,393.2,,,,,
2-Methyl-2-propanol,-660,408.2,,,,,
2-Methyl-2-propanol,-540,423.2,,,,,
Diethyl ether ,-1542,280.7,,,,,
Diethyl ether ,-1406,289.4,,,,,
Diethyl ether ,-1300,295.6,,,,,
Diethyl ether ,-1165,298.15,,,,,
Diethyl ether ,-1151,298.15,,,,,
Diethyl ether ,-1165,298.16,,,,,
Diethyl ether ,-1146,307.6,,,,,
Diethyl ether ,-1080,308.15,,,,,
Diethyl ether ,-1046,313.15,,,,,
Diethyl ether ,-1019,318.15,,,,,
Diethyl ether ,-908,320,,,,,
Diethyl ether ,-995,323.15,,,,,
Diethyl ether ,-955,328.26,,,,,
Diethyl ether ,-900,328.15,,,,,
Diethyl ether ,-930,328.15,,,,,
Diethyl ether ,-795,336.2,,,,,
Diethyl ether ,-807,336.8,,,,,
Diethyl ether ,-790,339.15,,,,,
Diethyl ether ,-768,343.15,,,,,
Diethyl ether ,-770,348.15,,,,,
Diethyl ether ,-770,348.16,,,,,
Diethyl ether ,-713,350.4,,,,,
Diethyl ether ,-715,351,,,,,
Diethyl ether ,-720,358.15,,,,,
Diethyl ether ,-682,358.15,,,,,
Diethyl ether ,-630,368.15,,,,,
Diethyl ether ,-630,368.16,,,,,
Diethyl ether ,-623,373.3,,,,,
Diethyl ether ,-564,382.3,,,,,
Diethyl ether ,-569,393.25,,,,,
Diethyl ether ,-480,405.2,,,,,
Diethyl ether ,-494,413.2,,,,,
Diethyl ether ,-459,433.5,,,,,
2-Methyl-1-propanol,-1039,393.2,,,,,
2-Methyl-1-propanol,-904,408.2,,,,,
2-Methyl-1-propanol,-789,423.2,,,,,
2-Methyl-1-propanol,-631,439.2,,,,,
(RS)-2-Butanol,-1131,378.2,,,,,
(RS)-2-Butanol,-969,393.2,,,,,
(RS)-2-Butanol,-831,408.2,,,,,
(RS)-2-Butanol,-692,423.2,,,,,
1-Butanethiol,-1615,330.62,,,,,
1-Butanethiol,-1431,349.7,,,,,
1-Butanethiol,-1243,371.63,,,,,
2-Methyl-2-propanethiol,-1588,298.16,,,,,
2-Methyl-2-propanethiol,-1316,317.16,,,,,
2-Methyl-2-propanethiol,-1160,337.38,,,,,
3-Thiapentane,-1772,319.16,,,,,
3-Thiapentane,-1524,324.7,,,,,
3-Thiapentane,-1505,339.16,,,,,
3-Thiapentane,-1389,344.16,,,,,
3-Thiapentane,-1205,365.26,,,,,
2-Methyl-1-propanethiol,-1707,321.31,,,,,
2-Methyl-1-propanethiol,-1418,340.07,,,,,
2-Methyl-1-propanethiol,-1172,361.65,,,,,
2-Butanethiol,-1540,318.03,,,,,
2-Butanethiol,-1485,328.64,,,,,
2-Butanethiol,-1410,336.68,,,,,
2-Butanethiol,-1211,358.14,,,,,
3-Methyl-2-thiabutane,-1575,318.05,,,,,
3-Methyl-2-thiabutane,-1366,336.62,,,,,
3-Methyl-2-thiabutane,-1173,357.97,,,,,
2-Thiapentane,-1663,328.12,,,,,
2-Thiapentane,-1452,347.02,,,,,
2-Thiapentane,-1233,368.7,,,,,
Butanamine,-1818,313.15,,,,,
Butanamine,-1869,313.15,,,,,
Butanamine,-1839,313.15,,,,,
N-Ethylethanamine,-1295,313.6,,,,,
N-Ethylethanamine,-1390,313.65,,,,,
N-Ethylethanamine,-1202,322.8,,,,,
N-Ethylethanamine,-1118,333.4,,,,,
N-Ethylethanamine,-1041,342.8,,,,,
N-Ethylethanamine,-970,351.4,,,,,
N-Ethylethanamine,-948,353.6,,,,,
N-Ethylethanamine,-907,364.2,,,,,
N-Ethylethanamine,-850,373.8,,,,,
N-Ethylethanamine,-792,383.6,,,,,
N-Ethylethanamine,-741,394.4,,,,,
N-Ethylethanamine,-675,403.12,,,,,
N-Ethylethanamine,-665,403.15,,,,,
N-Ethylethanamine,-685,405.2,,,,,
N-Ethylethanamine,-592,418.16,,,,,
N-Ethylethanamine,-578,418.18,,,,,
N-Ethylethanamine,-513,433.25,,,,,
Tetramethylsilane,-1191,294.64,,,,,
Tetramethylsilane,-1191,294.66,,,,,
Tetramethylsilane,-1190,294.83,,,,,
Tetramethylsilane,-1208,296.9,,,,,
Tetramethylsilane,-977,318.57,,,,,
Tetramethylsilane,-985,318.64,,,,,
Tetramethylsilane,-982,318.66,,,,,
Tetramethylsilane,-979,318.99,,,,,
Tetramethylsilane,-995,319.12,,,,,
Tetramethylsilane,-956,323.16,,,,,
Tetramethylsilane,-886,333.16,,,,,
Tetramethylsilane,-831,343.16,,,,,
Tetramethylsilane,-828,343.46,,,,,
Tetramethylsilane,-829,343.57,,,,,
Tetramethylsilane,-784,353.16,,,,,
Tetramethylsilane,-737,363.16,,,,,
Tetramethylsilane,-714,368.24,,,,,
Tetramethylsilane,-705,369,,,,,
Tetramethylsilane,-703,369.13,,,,,
Tetramethylsilane,-649,383.16,,,,,
Tetramethylsilane,-588,398.38,,,,,
Tetramethylsilane,-586,398.4,,,,,
Tetramethylsilane,-580,403.16,,,,,
Tetramethylsilane,-480,423.37,,,,,
Tetramethylsilane,-494,429.8,,,,,
Tetramethylsilane,-492,429.83,,,,,
Tetramethylsilane,-491,429.88,,,,,
Tetramethylsilane,-492,430.53,,,,,
Tetramethylsilane,-490,430.59,,,,,
Tetramethylsilane,-435,448.3,,,,,
Tetramethylsilane,-404,462.9,,,,,
Tetramethylsilane,-409,463.11,,,,,
Tetramethylsilane,-410,463.46,,,,,
Tetramethylsilane,-362,473.28,,,,,
Tetramethylsilane,-339,493.41,,,,,
Tetramethylsilane,-334,500.46,,,,,
Tetramethylsilane,335,500.72,,,,,
Tetramethylsilane,-252,523.55,,,,,
Tetramethylsilane,-270,538.65,,,,,
Tetramethylsilane,-272,538.71,,,,,
Tetramethylsilane,-218,548.47,,,,,
Tetramethylsilane,-201,572.58,,,,,
Dodecafluoropentane,-1360,307.6,,,,,
Dodecafluoropentane,-1125,329.2,,,,,
Dodecafluoropentane,-1036,337.4,,,,,
Dodecafluoropentane,-934,350.9,,,,,
Dodecafluoropentane,-811,372.8,,,,,
Dodecafluoropentane,-717,383.1,,,,,
Pyridine,-1292,346.65,,,,,
Pyridine,-1263,349.05,,,,,
Pyridine,-1132,362.95,,,,,
Pyridine,-1157,366.11,,,,,
Pyridine,-1054,376.85,,,,,
Pyridine,-990,388.4,,,,,
Pyridine,-973,393.05,,,,,
Pyridine,-823,408.95,,,,,
Pyridine,-759,424.15,,,,,
Pyridine,-650,437.75,,,,,
2-Methylfuran,-810,333.45,,,,,
2-Methylfuran,-760,343.45,,,,,
2-Methylfuran,-725,353.45,,,,,
2-Methylfuran,-690,363.45,,,,,
2-Methylfuran,-670,373.45,,,,,
2-Methylthiophene,-1700,333.45,,,,,
2-Methylthiophene,-1610,343.45,,,,,
2-Methylthiophene,-1490,353.45,,,,,
2-Methylthiophene,-1390,363.45,,,,,
2-Methylthiophene,-1310,373.45,,,,,
3-Methylthiophene,-1830,333.45,,,,,
3-Methylthiophene,-1680,343.45,,,,,
3-Methylthiophene,-1550,353.45,,,,,
3-Methylthiophene,-1430,363.45,,,,,
3-Methylthiophene,-1320,373.45,,,,,
N-Methylpyrrole,-1370,333.45,,,,,
N-Methylpyrrole,-1200,343.45,,,,,
N-Methylpyrrole,-1190,353.45,,,,,
N-Methylpyrrole,-1120,363.45,,,,,
N-Methylpyrrole,-1050,373.45,,,,,
Cyclopentene,-820,333.45,,,,,
Cyclopentene,-755,343.45,,,,,
Cyclopentene,-710,353.45,,,,,
Cyclopentene,-665,363.45,,,,,
Cyclopentene,-630,373.45,,,,,
"(E)-1,3-Pentadiene",-1513,313.15,,,3-Pentadiene;-1513;313.15,,
"(E)-1,3-Pentadiene",-1400,328.15,,,3-Pentadiene;-1400;328.15,,
"(E)-1,3-Pentadiene",-1264,338.15,,,3-Pentadiene;-1264;338.15,,
"(E)-1,3-Pentadiene",-1174,345.15,,,3-Pentadiene;-1174;345.15,,
"(Z)-1,3-Pentadiene",-1353,313.15,,,3-Pentadiene;-1353;313.15,,
"(Z)-1,3-Pentadiene",-1250,328.15,,,3-Pentadiene;-1250;328.15,,
"(Z)-1,3-Pentadiene",-1181,338.15,,,3-Pentadiene;-1181;338.15,,
"(Z)-1,3-Pentadiene",-1106,345.15,,,3-Pentadiene;-1106;345.15,,
"spiro[2,2]Pentane",-1217,283.16,,,2]Pentane;-1217;283.16,,
"spiro[2,2]Pentane",-1042,298.16,,,2]Pentane;-1042;298.16,,
"spiro[2,2]Pentane",-943,312.14,,,2]Pentane;-943;312.14,,
Cyclopentane,-1066,298.16,,,,,
Cyclopentane,-972,310.16,,,,,
Cyclopentane,-906,322.42,,,,,
2-Methyl-1-butene,-1258,277.96,,,,,
2-Methyl-1-butene,-1163,298.16,,,,,
2-Methyl-1-butene,-1117,304.32,,,,,
2-Methyl-2-butene,-1365,289.9,,,,,
2-Methyl-2-butene,-1276,298.16,,,,,
2-Methyl-2-butene,-1143,311.73,,,,,
1-Pentene,-1265,283.96,,,,,
1-Pentene,-1143,298.16,,,,,
1-Pentene,-1099,303.13,,,,,
1-Pentene,-982,308,,,,,
1-Pentene,-930,315.3,,,,,
1-Pentene,-870,324.1,,,,,
1-Pentene,-810,334.1,,,,,
1-Pentene,-756,344.3,,,,,
1-Pentene,-712,353.3,,,,,
1-Pentene,-662,363.9,,,,,
1-Pentene,-628,374,,,,,
1-Pentene,-585,383.2,,,,,
1-Pentene,-552,393.8,,,,,
1-Pentene,-519,403.4,,,,,
1-Pentene,-486,410.4,,,,,
2-Pentanone,-2635,334.87,,,,,
2-Pentanone,-1820,353.15,,,,,
2-Pentanone,-1760,360.56,,,,,
2-Pentanone,-1503,363.15,,,,,
2-Pentanone,-1411,373.15,,,,,
2-Pentanone,-1540,375.33,,,,,
2-Pentanone,-1352,383.15,,,,,
2-Pentanone,-1377,386.04,,,,,
2-Pentanone,-1309,393.15,,,,,
2-Pentanone,-1280,395.57,,,,,
3-Pentanone,-2268,335.01,,,,,
3-Pentanone,-1854,353.7,,,,,
3-Pentanone,-1449,373.2,,,,,
3-Pentanone,-1516,375.11,,,,,
3-Pentanone,-1373,379.2,,,,,
3-Pentanone,-1326,383.2,,,,,
3-Pentanone,-1219,393.2,,,,,
3-Pentanone,-1125,403.2,,,,,
3-Pentanone,-1043,413.2,,,,,
3-Pentanone,-971,423.2,,,,,
3-Methyl-2-butanone,-2060,327.69,,,,,
3-Methyl-2-butanone,-1702,346.22,,,,,
3-Methyl-2-butanone,-1408,367.48,,,,,
Butyl methanoate,-1738,348.15,,,,,
Butyl methanoate,-1396,373.15,,,,,
1-Methylethyl ethanoate,-2080,323.27,,,,,
1-Methylethyl ethanoate,-1640,341,,,,,
1-Methylethyl ethanoate,-1340,360.86,,,,,
Propyl ethanoate,-2200,334.9,,,,,
Propyl ethanoate,-2110,334.9,,,,,
Propyl ethanoate,-2098,335.4,,,,,
Propyl ethanoate,-2131,335.4,,,,,
Propyl ethanoate,-2113,335.4,,,,,
Propyl ethanoate,-1730,353.38,,,,,
Propyl ethanoate,-1600,353.38,,,,,
Propyl ethanoate,-1756,353.7,,,,,
Propyl ethanoate,-1742,353.7,,,,,
Propyl ethanoate,-1755,353.7,,,,,
Propyl ethanoate,-1400,373.82,,,,,
Propyl ethanoate,-1210,373.82,,,,,
Propyl ethanoate,-1478,374.9,,,,,
Propyl ethanoate,-1458,374.9,,,,,
Propyl ethanoate,-1477,374.9,,,,,
Cyclopentanethiol,-1674,360.62,,,,,
Cyclopentanethiol,-1442,381.41,,,,,
Cyclopentanethiol,-1212,405.31,,,,,
Thiacyclohexane,-1700,351.44,,,,,
Thiacyclohexane,-1600,368.91,,,,,
Thiacyclohexane,-1460,390.31,,,,,
Thiacyclohexane,-1370,404.26,,,,,
Thiacyclohexane,-1290,414.91,,,,,
2-Chloro-2-methylbutane,-1249,363.3,,,,,
2-Chloro-2-methylbutane,-1148,378.8,,,,,
2-Chloro-2-methylbutane,-1043,392.6,,,,,
Piperidine,-1380,338.34,,,,,
Piperidine,-1260,357.42,,,,,
Piperidine,-1080,379.36,,,,,
"2,2-Dimethylpropane",-1081,270,,,2-Dimethylpropane;-1081;270,,
"2,2-Dimethylpropane",-995,280,,,2-Dimethylpropane;-995;280,,
"2,2-Dimethylpropane",-919,290,,,2-Dimethylpropane;-919;290,,
"2,2-Dimethylpropane",-852,300,,,2-Dimethylpropane;-852;300,,
"2,2-Dimethylpropane",-842,303.15,,,2-Dimethylpropane;-842;303.15,,
"2,2-Dimethylpropane",-795,303.15,,,2-Dimethylpropane;-795;303.15,,
"2,2-Dimethylpropane",-793,310,,,2-Dimethylpropane;-793;310,,
"2,2-Dimethylpropane",-737,318.15,,,2-Dimethylpropane;-737;318.15,,
"2,2-Dimethylpropane",-740,320,,,2-Dimethylpropane;-740;320,,
"2,2-Dimethylpropane",-734,323.15,,,2-Dimethylpropane;-734;323.15,,
"2,2-Dimethylpropane",-686,333.15,,,2-Dimethylpropane;-686;333.15,,
"2,2-Dimethylpropane",-643,343.15,,,2-Dimethylpropane;-643;343.15,,
"2,2-Dimethylpropane",-629,346.15,,,2-Dimethylpropane;-629;346.15,,
"2,2-Dimethylpropane",-615,348.15,,,2-Dimethylpropane;-615;348.15,,
"2,2-Dimethylpropane",-626,348.15,,,2-Dimethylpropane;-626;348.15,,
"2,2-Dimethylpropane",-602,353.15,,,2-Dimethylpropane;-602;353.15,,
"2,2-Dimethylpropane",-566,363.15,,,2-Dimethylpropane;-566;363.15,,
"2,2-Dimethylpropane",-530,373.15,,,2-Dimethylpropane;-530;373.15,,
"2,2-Dimethylpropane",-536,373.15,,,2-Dimethylpropane;-536;373.15,,
"2,2-Dimethylpropane",-507,383.15,,,2-Dimethylpropane;-507;383.15,,
"2,2-Dimethylpropane",-460,398.15,,,2-Dimethylpropane;-460;398.15,,
"2,2-Dimethylpropane",-452,403.15,,,2-Dimethylpropane;-452;403.15,,
"2,2-Dimethylpropane",-401,423.15,,,2-Dimethylpropane;-401;423.15,,
"2,2-Dimethylpropane",-383,433.75,,,2-Dimethylpropane;-383;433.75,,
"2,2-Dimethylpropane",-383,433.75,,,2-Dimethylpropane;-383;433.75,,
"2,2-Dimethylpropane",-381,434.65,,,2-Dimethylpropane;-381;434.65,,
"2,2-Dimethylpropane",-354,448.15,,,2-Dimethylpropane;-354;448.15,,
"2,2-Dimethylpropane",-354,448.15,,,2-Dimethylpropane;-354;448.15,,
"2,2-Dimethylpropane",-311,473.15,,,2-Dimethylpropane;-311;473.15,,
"2,2-Dimethylpropane",-312,473.15,,,2-Dimethylpropane;-312;473.15,,
"2,2-Dimethylpropane",-275,498.15,,,2-Dimethylpropane;-275;498.15,,
"2,2-Dimethylpropane",-273,498.15,,,2-Dimethylpropane;-273;498.15,,
"2,2-Dimethylpropane",-243,523.15,,,2-Dimethylpropane;-243;523.15,,
"2,2-Dimethylpropane",-216,548.15,,,2-Dimethylpropane;-216;548.15,,
2-Methylbutane,-1451,260,,,,,
2-Methylbutane,-1329,270,,,,,
2-Methylbutane,-1371,273.15,,,,,
2-Methylbutane,-1313,279.48,,,,,
2-Methylbutane,-1221,280,,,,,
2-Methylbutane,-1259,288.7,,,,,
2-Methylbutane,-1126,290,,,,,
2-Methylbutane,-1150,298.15,,,,,
2-Methylbutane,-1155,298.16,,,,,
2-Methylbutane,-1042,300,,,,,
2-Methylbutane,-1114,301.01,,,,,
2-Methylbutane,-966,310,,,,,
2-Methylbutane,-898,320,,,,,
2-Methylbutane,-960,323.15,,,,,
2-Methylbutane,-954,323.15,,,,,
2-Methylbutane,-965,323.16,,,,,
2-Methylbutane,-763,348.15,,,,,
2-Methylbutane,-741,348.15,,,,,
2-Methylbutane,-775,348.15,,,,,
2-Methylbutane,-767,348.16,,,,,
2-Methylbutane,-645,373.15,,,,,
2-Methylbutane,-651,373.15,,,,,
2-Methylbutane,-643,373.15,,,,,
2-Methylbutane,-651,373.16,,,,,
2-Methylbutane,-570,398.15,,,,,
2-Methylbutane,-561,398.15,,,,,
2-Methylbutane,-556,398.15,,,,,
2-Methylbutane,-564,398.16,,,,,
2-Methylbutane,-494,423.15,,,,,
2-Methylbutane,-483,423.15,,,,,
2-Methylbutane,-483,423.15,,,,,
2-Methylbutane,-490,423.16,,,,,
2-Methylbutane,-434,448.15,,,,,
2-Methylbutane,-419,448.15,,,,,
2-Methylbutane,-419,448.15,,,,,
2-Methylbutane,-431,448.16,,,,,
2-Methylbutane,-449,448.16,,,,,
2-Methylbutane,-407,461.65,,,,,
2-Methylbutane,-396,461.65,,,,,
2-Methylbutane,-388,461.65,,,,,
2-Methylbutane,-401,461.66,,,,,
2-Methylbutane,-376,473.15,,,,,
2-Methylbutane,-374,473.15,,,,,
2-Methylbutane,-366,473.15,,,,,
2-Methylbutane,-373,473.16,,,,,
2-Methylbutane,-347,473.16,,,,,
2-Methylbutane,-364,477.6,,,,,
2-Methylbutane,-316,498.16,,,,,
2-Methylbutane,-337,505.38,,,,,
2-Methylbutane,-293,523.16,,,,,
2-Methylbutane,-307,533.16,,,,,
2-Methylbutane,-273,548.16,,,,,
2-Methylbutane,-282,560.94,,,,,
2-Methylbutane,-256,573.16,,,,,
2-Methylbutane,-268,588.72,,,,,
Pentane,-1610,259.55,,,,,
Pentane,-1490,267.74,,,,,
Pentane,-1513,270,,,,,
Pentane,-1390,273.93,,,,,
Pentane,-1378,280,,,,,
Pentane,-1350,283.25,,,,,
Pentane,-1261,290,,,,,
Pentane,-1260,290.33,,,,,
Pentane,-1170,298.15,,,,,
Pentane,-1194,298.2,,,,,
Pentane,-1159,300,,,,,
Pentane,-1117,306.1,,,,,
Pentane,-1082,307.6,,,,,
Pentane,-1068,308.15,,,,,
Pentane,-1066,308.2,,,,,
Pentane,-1080,309.22,,,,,
